Player,,Loan: start/end,Age,Nationality,Position,Market value,From Team,From League,From Region,From Country,From Level,To Team,To League,To Region,To Country,To Level,End of Loan Date,Fee,Transfer ID
Alfred Gomis,Inside,Start,29,Senegal,Goalkeeper,"2,200,000",Stade Rennais,"Ligue 1, France",Top,France,First Tier,FC Lorient,"Ligue 1, France",Top,France,First Tier,,0,137
Ali Akman,In,End,21,Turkey,Centre-Forward,"400,000",Göztepe,"1.Lig, Turkey",Asia,Turkey,Second Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,138
Ali Akman,Out,No,21,Turkey,Centre-Forward,"400,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,FCV Dender EH,"Challenger Pro League, Belgium",Europe,Belgium,Second Tier,,?,139
Ali Dembélé,In,No,19,France,Right-Back,"200,000",Torino U19,"Primavera 1, Italy",Europe,Italy,Youth League,Torino,"Serie A, Italy",Top,Italy,First Tier,,0,141
Ali Dembélé,Out,Start,19,France,Right-Back,"200,000",Torino,"Serie A, Italy",Top,Italy,First Tier,Venezia,"Serie B, Italy",Europe,Italy,Second Tier,,0,140
Aliou Baldé,In,No,20,Senegal,Left Winger,"800,000",Lausanne-Sport,"Super League, Swiss",Europe,Switzerland,First Tier,OGC Nice,"Ligue 1, France",Top,France,First Tier,,2500000,142
Aljoscha Kemlein,In,No,18,Germany,Defensive Midfield,"250,000",U. Berlin U19,"A-Junioren Bundesliga North/Northeast, German",Europe,Germany,Youth League,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,,0,143
Allan Campbell,In,End,25,Scotland,Central Midfield,"3,000,000",Millwall,"Championship, England",Europe,France,Second Tier,Luton,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,144
Allan Campbell,Out,Start,25,Scotland,Central Midfield,"3,000,000",Luton,"Premier League, England",Top,England,First Tier,Millwall,"Championship, England",Europe,England,Second Tier,,0,145
Allan Saint-Maximin,Out,No,26,France,Left Winger,"32,000,000",Newcastle,"Premier League, England",Top,England,First Tier,Al-Ahli,Saudi Pro League,Asia,Saudi Arabia,First Tier,,27200000,146
Almamy Touré,Out,No,27,Mali,Centre-Back,"2,500,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,-,-,No tier,,0,147
Alou Kuol,Out,No,22,Australia,Centre-Forward,"300,000",VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,Central Coast,"A-League Men, Australia",US & Australia,Australia,First Tier,,200000,148
Alpha Diounkou,In,End,21,Senegal,Centre-Back,"300,000",Barça Atlètic,"Primera Federación - Grupo I, Spain",Europe,Spain,Third Tier,Granada CF,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,149
Alpha Diounkou,Out,Start,21,Senegal,Centre-Back,"300,000",Granada CF,"LaLiga, Spain",Top,Spain,First Tier,AEK Larnaca,"Protathlima Cyta, Cypus",Europe,Cyprus,First Tier,,0,150
Altay Bayindir,In,No,25,Turkey,Goalkeeper,"10,000,000",Fenerbahce,"Süper Lig, Turkey",Asia,Turkey,First Tier,Man Utd,"Premier League, England",Top,England,First Tier,,5000000,151
Álvaro Fernandez,Inside,Start,20,Spain,Left-Back,"7,000,000",Man Utd,"Premier League, England",Top,England,First Tier,Granada CF,"LaLiga, Spain",Top,Spain,First Tier,,0,152
Álvaro Jiménez,Inside,End,28,Spain,Left Winger,"800,000",UD Las Palmas,"LaLiga, Spain",Top,Spain,First Tier,Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,153
Álvaro Jiménez,Out,Start,28,Spain,Left Winger,"800,000",Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,Tractor,"Persian Gulf Pro League, Iran",Asia,Iran,First Tier,,0,154
Álvaro Odriozola,Inside,No,27,Spain,Right-Back,"5,000,000",Real Madrid,"LaLiga, Spain",Top,Spain,First Tier,Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,,3000000,155
Amidou Doumbouya,In,No,16,France,Centre-Back,0,FC Sochaux U19,"Championnat National U19 - Groupe B, France",Europe,France,Youth League,OGC Nice,"Ligue 1, France",Top,France,First Tier,,500000,156
Amin Sarr,Inside,Start,22,Sweden,Centre-Forward,"8,000,000",Olympique Lyon,"Ligue 1, France",Top,France,First Tier,VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,,1000000,157
Amine Harit,In,No,26,Morocco,Attacking Midfield,"12,000,000",FC Schalke 04,"2. Bundesliga, German",Europe,Germany,Second Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,5000000,159
Amine Harit,Out,End,26,Morocco,Attacking Midfield,"12,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,FC Schalke 04,"2. Bundesliga, German",Europe,Germany,Second Tier,"Jun 30, 2023",0,158
Amine Salama,In,No,22,France,Centre-Forward,"1,500,000",Angers SCO,"Ligue 2, France",Europe,France,Second Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,,4000000,160
Amir Murillo,In,No,27,Panama,Right-Back,"3,000,000",RSC Anderlecht,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,2500000,161
Amir Richardson,Inside,End,21,Morocco,Central Midfield,"3,500,000",Le Havre AC,"Ligue 1, France",Top,France,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,162
Anastasios Donis,In,End,26,Greece,Right Winger,"700,000",APOEL Nicosia,"Protathlima Cyta, Cyprus",Europe,Cyprus,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,163
Anastasios Donis,Out,No,26,Greece,Right Winger,"700,000",Stade Reims,"Ligue 1, France",Top,France,First Tier,APOEL Nicosia,"Protathlima Cyta, Cyprus",Europe,Cyprus,First Tier,,0,164
Anastasios Douvikas,In,No,24,Greece,Centre-Forward,"9,000,000",FC Utrecht,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,,12000000,165
Ander Capa,Out,No,31,Spain,Right-Back,"1,800,000",Athletic,"LaLiga, Spain",Top,Spain,First Tier,Levante,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,166
Ander Guevara,Inside,No,26,Spain,Central Midfield,"2,500,000",Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,Alavés,"LaLiga, Spain",Top,Spain,First Tier,,1800000,167
Ander Iru,Out,No,24,Spain,Goalkeeper,"100,000",Athletic,"LaLiga, Spain",Top,Spain,First Tier,SD Logroñés,"Primera Federación - Grupo I, Spain",Europe,Spain,Third Tier,,0,168
Anderson Arroyo,Out,End,23,Colombia,Right-Back,"800,000",Alavés,"LaLiga, Spain",Top,Spain,First Tier,Liverpool U21,"Premier League 2, England",Europe,England,Reserve league,"Jun 30, 2023",0,169
Anderson Lucoqui,In,End,25,Angola,Left-Back,"600,000",Hansa Rostock,"2. Bundesliga, German",Europe,Germany,Second Tier,1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,170
Anderson Lucoqui,Out,No,26,Angola,Left-Back,"600,000",1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,Hertha BSC,"2. Bundesliga, German",Europe,Germany,Second Tier,,0,171
Andi Hoti,Out,No,20,Kosovo,Centre-Back,"800,000",Inter,"Serie A, Italy",Top,Italy,First Tier,1.FC Magdeburg,"2. Bundesliga, German",Europe,Germany,Second Tier,,250000,172
Andi Zeqiri,In,End,24,Switzerland,Centre-Forward,"3,500,000",FC Basel,"Super League, Swiss",Europe,Switzerland,First Tier,Brighton,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,173
Andi Zeqiri,Out,No,24,Switzerland,Centre-Forward,"3,500,000",Brighton,"Premier League, England",Top,England,First Tier,KRC Genk,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,,2750000,174
Andoni Gorosabel,Inside,No,27,Spain,Right-Back,"9,000,000",Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,Alavés,"LaLiga, Spain",Top,Spain,First Tier,,500000,175
Andoni Zubiaurre,Out,No,26,Spain,Goalkeeper,"300,000",Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,Eldense,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,176
André Ayew,Out,No,33,Ghana,Left Winger,"1,800,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Without Club,No league,-,-,No tier,,0,177
André Gomes,Inside,End,29,Portugal,Central Midfield,"16,000,000",LOSC Lille,"Ligue 1, France",Top,France,First Tier,Everton,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,178
André Hahn,Out,No,32,Germany,Right Winger,"1,200,000",FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,Without Club,No league,-,-,No tier,,0,179
André Leipold,In,End,21,Germany,Centre-Forward,"200,000",Würzb. Kickers,"Regionalliga Bayern, German",Europe,Germany,Fourth Tier,Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,180
André Leipold,Out,No,21,Germany,Centre-Forward,"200,000",Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,SV Lafnitz,"2. Liga, Austria",Europe,Austria,Second Tier,,0,181
André Onana,Inside,No,27,Cameroon,Goalkeeper,"40,000,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Man Utd,"Premier League, England",Top,England,First Tier,,52500000,182
André Silva,Inside,Start,27,Portugal,Centre-Forward,"15,000,000",RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,,0,183
Andrea Barberis,Out,No,29,Italy,Defensive Midfield,"800,000",Monza,"Serie A, Italy",Top,Italy,First Tier,Pisa,"Serie B, Italy",Europe,Italy,Second Tier,,0,184
Andrea Cambiaso,Inside,End,23,Italy,Left-Back,"10,000,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,Juventus,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,185
Andrea Ceresoli,Out,No,20,Italy,Left-Back,"225,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Atalanta U23,"Serie C - Girone A, Italy",Europe,Italy,Third Tier,,0,186
Andrea Errico,Out,No,24,Italy,Midfield,"75,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,-,-,No tier,,0,187
Andrea La Mantia,Out,No,32,Italy,Centre-Forward,"800,000",FC Empoli,"Serie A, Italy",Top,Italy,First Tier,SPAL,"Serie C - Girone B, Italy",Europe,Italy,Third Tier,,1000000,188
Andrea Marino,Out,Start,22,Italy,Central Midfield,"125,000",Lazio,"Serie A, Italy",Top,Italy,First Tier,Foggia,"Serie C - Girone C, Italy",Europe,Italy,Third Tier,,0,189
Andrea Moretti,Out,Start,21,Italy,Centre-Back,"150,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Pro Patria,"Serie C - Girone A, Italy",Europe,Italy,Third Tier,,0,190
Andrea Oliveri,Inside,End,20,Italy,Right Midfield,"400,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,191
Andrea Oliveri,Out,Start,20,Italy,Right Midfield,"400,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Catanzaro,"Serie B, Italy",Europe,Italy,Second Tier,,0,192
Andrea Petagna,Inside,Start,28,Italy,Centre-Forward,"7,500,000",Monza,"Serie A, Italy",Top,Italy,First Tier,Cagliari Calcio,"Serie A, Italy",Top,Italy,First Tier,,0,195
Andrea Petagna,Inside,End,28,Italy,Centre-Forward,"7,500,000",Monza,"Serie A, Italy",Top,Italy,First Tier,SSC Napoli,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,193
Andrea Petagna,Inside,No,28,Italy,Centre-Forward,"7,500,000",SSC Napoli,"Serie A, Italy",Top,Italy,First Tier,Monza,"Serie A, Italy",Top,Italy,First Tier,,10000000,194
Andrea Pinamonti,Inside,End,24,Italy,Centre-Forward,"15,000,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,Inter,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,196
Andrea Pinamonti,Inside,No,24,Italy,Centre-Forward,"15,000,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Sassuolo,"Serie A, Italy",Top,Italy,First Tier,,20000000,197
Andreas Geipl,Out,No,31,Germany,Defensive Midfield,"350,000",Heidenheim,"Bundesliga, German",Top,Germany,First Tier,Jahn Regensburg,"3. Liga, German",Europe,Germany,Third Tier,,0,198
Andreas Jungdal,Out,No,21,Denmark,Goalkeeper,"300,000",AC Milan,"Serie A, Italy",Top,Italy,First Tier,Cremonese,"Serie B, Italy",Europe,Italy,Second Tier,,0,199
Andreas Müller,In,No,22,Germany,Defensive Midfield,"1,000,000",1.FC Magdeburg,"2. Bundesliga, German",Europe,Germany,Second Tier,Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,,0,200
Andreaw Gravillon,Inside,End,25,Guadeloupe,Centre-Back,"4,300,000",Torino,"Serie A, Italy",Top,Italy,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,201
Andreaw Gravillon,Out,No,25,Guadeloupe,Centre-Back,"4,300,000",Stade Reims,"Ligue 1, France",Top,France,First Tier,Adana Demirspor,"Süper Lig, Turkey",Asia,Turkey,First Tier,,2500000,202
Andrei Girotto,Out,No,31,Brazil,Centre-Back,"4,000,000",FC Nantes,"Ligue 1, France",Top,France,First Tier,Al-Taawoun,Saudi Pro League,Asia,Saudi Arabia,First Tier,,4000000,203
Andrei Marginean,Out,Start,22,Romania,Central Midfield,"225,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,Ternana,"Serie B, Italy",Europe,Italy,Second Tier,,0,204
Andrei Motoc,Out,Start,21,Moldova,Centre-Back,"75,000",Salernitana,"Serie A, Italy",Top,Italy,First Tier,Legnago,"Serie C - Girone A, Italy",Europe,Italy,Third Tier,,0,205
Andrei Ratiu,In,No,25,Romania,Right-Back,"1,500,000",SD Huesca,"LaLiga2, Spain",Europe,Spain,Second Tier,Rayo Vallecano,"LaLiga, Spain",Top,Spain,First Tier,,500000,206
Andrés Martín,Out,Start,24,Spain,Centre-Forward,"1,000,000",Rayo Vallecano,"LaLiga, Spain",Top,Spain,First Tier,Racing,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,207
Andres Sfait,In,No,18,Romania,Left Winger,"500,000",Salernitana U19,"Primavera 2 - B, Italy",Europe,Italy,Youth League,Salernitana,"Serie A, Italy",Top,Italy,First Tier,,0,208
Andrew Omobamidele,In,No,21,Ireland,Centre-Back,"11,000,000",Norwich,"Championship, England",Europe,France,Second Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,12850000,209
Andrey Lunev,Out,No,31,Russia,Goalkeeper,"1,200,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,Qarabag FK,"Premyer Liqa, Azerbaijan",Asia,Azerbaijan,First Tier,,0,210
Andrey Santos,In,End,19,Brazil,Defensive Midfield,"15,000,000",Vasco da Gama,Campeonato Brasileiro Série A,Latin America,Brazil,First Tier,Chelsea,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,211
Andrey Santos,Inside,End,20,Brazil,Defensive Midfield,"15,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Chelsea,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,212
Andrey Santos,Inside,Start,19,Brazil,Defensive Midfield,"15,000,000",Chelsea,"Premier League, England",Top,England,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,0,213
Andri Fannar Baldursson,Out,Start,21,Iceland,Central Midfield,"800,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,Elfsborg,"Allsvenskan, Sweden",Europe,Sweden,First Tier,,0,214
Andros Townsend,Out,No,31,England,Right Winger,"1,500,000",Everton,"Premier League, England",Top,England,First Tier,Without Club,No league,-,-,No tier,,0,215
Andy Delort,Inside,End,31,Algeria,Centre-Forward,"7,000,000",FC Nantes,"Ligue 1, France",Top,France,First Tier,OGC Nice,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,216
Andy Delort,Inside,No,31,Algeria,Centre-Forward,"7,000,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,FC Nantes,"Ligue 1, France",Top,France,First Tier,,5000000,217
Andy Delort,Out,No,31,Algeria,Centre-Forward,"7,000,000",FC Nantes,"Ligue 1, France",Top,France,First Tier,Umm Salal SC,Qatar Stars League,Asia,Qatar,First Tier,,2500000,218
Andy Diouf,In,End,20,France,Central Midfield,"7,000,000",FC Basel,"Super League, Swiss",Europe,Switzerland,First Tier,Stade Rennais,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,219
Andy Diouf,In,No,20,France,Central Midfield,"7,000,000",FC Basel,"Super League, Swiss",Europe,Switzerland,First Tier,Lens,"Ligue 1, France",Top,France,First Tier,,14000000,220
Andy Diouf,Out,No,20,France,Central Midfield,"7,000,000",Stade Rennais,"Ligue 1, France",Top,France,First Tier,FC Basel,"Super League, Swiss",Europe,Switzerland,First Tier,,5500000,221
Andy Irving,In,No,23,Scotland,Central Midfield,"1,500,000",A. Klagenfurt,"Bundesliga, Austria",Europe,Austria,First Tier,West Ham,"Premier League, England",Top,England,First Tier,,1760000,222
Andy Irving,Out,Start,23,Scotland,Central Midfield,"1,500,000",West Ham,"Premier League, England",Top,England,First Tier,A. Klagenfurt,"Bundesliga, Austria",Europe,Austria,First Tier,,0,223
Andy Moran,In,End,20,Ireland,Attacking Midfield,"300,000",Blackburn,"Championship, England",Europe,France,Second Tier,Brighton,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,224
Andy Moran,In,No,19,Ireland,Attacking Midfield,"300,000",Brighton U21,"Premier League 2, England",Europe,England,Reserve League,Brighton,"Premier League, England",Top,England,First Tier,,0,226
Andy Moran,Out,Start,19,Ireland,Attacking Midfield,"300,000",Brighton,"Premier League, England",Top,England,First Tier,Blackburn,"Championship, England",Europe,England,Second Tier,,0,225
Andy Pelmard,In,No,23,France,Centre-Back,"4,300,000",FC Basel,"Super League, Swiss",Europe,Switzerland,First Tier,Clermont Foot,"Ligue 1, France",Top,France,First Tier,,1900000,227
Anfane Ahamada,In,End,21,Comoros,Defensive Midfield,"100,000",FC Martigues,"Championnat National, France",Europe,France,Third Tier,Paris SG,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,228
Anfane Ahamada,Out,No,21,Comoros,Defensive Midfield,"100,000",Paris SG,"Ligue 1, France",Top,France,First Tier,Without Club,No league,-,-,No tier,,0,229
Ange Ahoussou,In,End,19,Cote d'Ivoire,Centre-Back,"500,000",FC Sochaux,"Championnat National, France",Europe,France,Third Tier,OGC Nice,"Ligue 1, France",Top,France,First Tier,"Jul 12, 2023",0,230
Ange Ahoussou,In,End,19,Cote d'Ivoire,Centre-Back,"500,000",LB Châteauroux,"Championnat National, France",Europe,France,Third Tier,OGC Nice,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,231
Ange Ahoussou,Out,Start,19,Cote d'Ivoire,Centre-Back,"500,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,FC Sochaux,"Championnat National, France",Europe,France,Third Tier,,0,233
Ange Ahoussou,Out,No,19,Cote d'Ivoire,Centre-Back,"500,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,Pau FC,"Ligue 2, France",Europe,France,Second Tier,,400000,232
Ange Caumenan N'Guessan,In,No,19,France,Centre-Back,"200,000",Torino U19,"Primavera 1, Italy",Europe,Italy,Youth League,Torino,"Serie A, Italy",Top,Italy,First Tier,,0,234
Ángel Algobia,Out,No,24,Spain,Defensive Midfield,"1,500,000",Getafe,"LaLiga, Spain",Top,Spain,First Tier,Levante,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,235
Ángel Di María,Out,No,35,Argentina,Right Winger,"8,000,000",Juventus,"Serie A, Italy",Top,Italy,First Tier,Benfica,Liga Portugal,Europe,Portugal,First Tier,,0,236
Ángel Rodríguez,Out,No,36,Spain,Centre-Forward,"1,000,000",RCD Mallorca,"LaLiga, Spain",Top,Spain,First Tier,CD Tenerife,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,237
Angeliño,Inside,End,26,Spain,Left-Back,"11,000,000",TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,238
Angeliño,Out,Start,26,Spain,Left-Back,"11,000,000",RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,Galatasaray,"Süper Lig, Turkey",Asia,Turkey,First Tier,,1500000,239
Ângelo,In,No,18,Brazil,Right Winger,"13,000,000",Santos,Campeonato Brasileiro Série A,Latin America,Brazil,First Tier,Chelsea,"Premier League, England",Top,England,First Tier,,15000000,240
Ângelo,Inside,Start,18,Brazil,Right Winger,"13,000,000",Chelsea,"Premier League, England",Top,England,First Tier,R. Strasbourg,"Ligue 1, France",Top,France,First Tier,,0,241
Angelo Fulgini,Inside,End,26,France,Attacking Midfield,"9,000,000",Lens,"Ligue 1, France",Top,France,First Tier,1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,242
Angelo Fulgini,Inside,No,26,France,Attacking Midfield,"9,000,000",1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,Lens,"Ligue 1, France",Top,France,First Tier,,7200000,243
Angelo Stiller,Inside,No,22,Germany,Defensive Midfield,"5,000,000",TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,,5500000,244
Anis Slimane,In,No,22,Tunisia,Central Midfield,"2,500,000",Bröndby IF,"Superligaen, Denmark",Europe,Denmark,First Tier,Sheff Utd,"Premier League, England",Top,England,First Tier,,2700000,245
Anselmo García MacNulty,In,End,20,Ireland,Centre-Back,"450,000",NAC Breda,"KeEnglanden Kampioen Divisie, Netherlands",Europe,Netherlands,Second Tier,VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,246
Anselmo García MacNulty,Out,No,20,Ireland,Centre-Back,"450,000",VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,PEC Zwolle,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,,?,247
